area,authors/0/category,authors/0/name,authors/0/order,authors/1/category,authors/1/name,authors/1/order,authors/2/category,authors/2/name,authors/2/order,authors/3/category,authors/3/name,authors/3/order,authors/4/category,authors/4/name,authors/4/order,authors/5/category,authors/5/name,authors/5/order,authors/6/category,authors/6/name,authors/6/order,authors/7/category,authors/7/name,authors/7/order,authors/8/category,authors/8/name,authors/8/order,extension/advertising,extension/edition,extension/event_city,extension/event_country,extension/event_name,extension/fasciculo,extension/idiom,extension/isbn_issn,extension/n_finalPage,extension/n_startPage,extension/nature,extension/observation,extension/serie,extension/title,extension/url,extension/volume,ies,name,program,researchLine,researchProjet,subtype_,type_,year,extension/city,extension/doi,extension/editor,extension/issn,extension/advertising_mode,extension/author_info,extension/award,extension/award_date,extension/city_country,extension/content_nature,extension/contribution_type,extension/distribution,extension/editor_type,extension/editorial_city,extension/editorial_conselor,extension/funding,extension/indication_date,extension/indice,extension/institution,extension/isbn,extension/name_funding,extension/page_count,extension/page_count_contribution,extension/parecer,extension/reedition,extension/reference_work,extension/reimpresion,extension/tiragem,extension/year_fst_pusblish,authors/9/category,authors/9/name,authors/9/order,authors/10/category,authors/10/name,authors/10/order,authors/11/category,authors/11/name,authors/11/order,authors/12/category,authors/12/name,authors/12/order,authors/13/category,authors/13/name,authors/13/order,authors/14/category,authors/14/name,authors/14/order,authors/15/category,authors/15/name,authors/15/order,authors/16/category,authors/16/name,authors/16/order,authors/17/category,authors/17/name,authors/17/order,authors/18/category,authors/18/name,authors/18/order,authors/19/category,authors/19/name,authors/19/order,authors/20/category,authors/20/name,authors/20/order,authors/21/category,authors/21/name,authors/21/order,authors/22/category,authors/22/name,authors/22/order,authors/23/category,authors/23/name,authors/23/order,authors/24/category,authors/24/name,authors/24/order,authors/25/category,authors/25/name,authors/25/order,authors/26/category,authors/26/name,authors/26/order,authors/27/category,authors/27/name,authors/27/order,authors/28/category,authors/28/name,authors/28/order,authors/29/category,authors/29/name,authors/29/order,authors/30/category,authors/30/name,authors/30/order,authors/31/category,authors/31/name,authors/31/order,authors/32/category,authors/32/name,authors/32/order
ENGENHARIA DE SOFTWARE E LINGUAGENS DE PROGRAMAÇÃO,Discente,RAFAEL DE MEDEIROS BORJA GOMES,1,Docente,KIEV SANTOS DA GAMA,2,,,,,,,,,,,,,,,,,,,,,,MEIO DIGITAL,-,Londrina,Brasil,Simpósio Brasileiro de Sistemas de Informação,-,Português,-,-,-,TRABALHO COMPLETO,-,-,X Simpósio Brasileiro de Sistemas de Informação (SBSI),[http://www.lbd.dcc.ufmg.br/colecoes/sbsi/2014/0050.pdf],1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,MIDDLEWARE PARA CIDADES INTELIGENTES BASEADO EM UM BARRAMENTO DE SERVIÇOS,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),ENGENHARIA DE SOFTWARE,Uma Plataforma de Cidades Inteligentes baseada na Internet das Coisas,TRABALHO EM ANAIS,BIBLIOGRAFICA,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REDES DE COMPUTADORES E SISTEMAS DISTRIBUIDOS,Sem categoria,ANGELO GUSTAVO CAVALCANTI,1,Sem categoria,NAPOLEÃO NADSON DOS SANTOS,2,Discente,JORGE LUIS CAVALCANTI RAMOS,3,Docente,ALEX SANDRO GOMES,4,,,,,,,,,,,,,,,,MEIO DIGITAL,-,Feira de Santana,Brasil,"Escola Regional de Computação Bahia, Alagoas e Sergipe (ERBASE)",-,Português,-,-,-,TRABALHO COMPLETO,-,-,"Anais do Escola Regional de Computação Bahia, Alagoas e Sergipe (ERBASE)",-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,MINERAÇÃO E VISUALIZAÇÃO DE DADOS EDUCACIONAIS: IDENTIFICAÇÃO DE FATORES QUE AFETAM A MOTIVAÇÃO DE ALUNOS NA EDUCAÇÃO A DISTÂNCIA,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),MÍDIA E INTERAÇÃO,Ambientes para autorregulação e corregulação da aprendizagem colaborativa em plataforma educacional,TRABALHO EM ANAIS,BIBLIOGRAFICA,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGENHARIA DE SOFTWARE E LINGUAGENS DE PROGRAMAÇÃO,Discente,GUSTAVO HENRIQUE LIMA PINTO,1,Docente,FERNANDO JOSE CASTOR DE LIMA FILHO,2,Sem categoria,YU DAVID LIU,3,,,,,,,,,,,,,,,,,,,MEIO DIGITAL,-,Hyderabad,Estados Unidos,11th Working Conference on Mining Software Repositories,-,Inglês,-,-,-,TRABALHO COMPLETO,-,-,Proceedings of the 11th Working Conference on Mining Software Repositories,-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,MINING QUESTIONS ABOUT SOFTWARE ENERGY CONSUMPTION,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),ENGENHARIA DE SOFTWARE,NÃO INFORMADO,TRABALHO EM ANAIS,BIBLIOGRAFICA,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REDES DE COMPUTADORES E SISTEMAS DISTRIBUIDOS,Discente,VANINE SABINO DE MOURA,1,Docente,ODILON MAROJA DA COSTA PEREIRA FILHO,2,,,,,,,,,,,,,,,,,,,,,,IMPRESSO,-,Curitiba,Brasil,MOMAG 2014: 16º SBMO - Simpósio Brasileiro de Micro-ondas e Optoeletrônica e 11º CBMag - Congresso Brasileiro de Eletromagnetismo,-,Português,978-85-7014-1,109,106,TRABALHO COMPLETO,-,-,Anais do MOMAG 2014,-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,MODELAGEM DE ANTENAS ESFÉRICAS DE MICROFITA,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),REDES DE COMPUTADORES,NÃO INFORMADO,TRABALHO EM ANAIS,BIBLIOGRAFICA,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REDES DE COMPUTADORES E SISTEMAS DISTRIBUIDOS,Discente,JOSILENE ALMEIDA BRITO,1,Discente,JOAO CARLOS SEDRAZ SILVA,2,Discente,IVANILDO JOSE DE MELO FILHO,3,Discente,ROSANGELA SARAIVA CARVALHO,4,Discente,ROSANGELA MARIA DE MELO,5,Docente,ALEX SANDRO GOMES,6,,,,,,,,,,MEIO DIGITAL,-,"Barcelona, Espanha",Brasil,"CISTI'2014 - 9ª Conferencia Ibérica de Sistemas y Tecnologías de Información,",-,Português,9789899624795,-,-,TRABALHO COMPLETO,-,-,Anais do CISTI'2014 - 9ª Conferencia Ibérica de Sistemas y Tecnologías de Información,[http://www.aistic.org/cisti2014/oc14/modules/request.php?module=oc_program&action=summary.php&id=280],1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,MODELAGEM DE ATIVIDADE DOCENTE COM USO DE RECURSOS TECNOLÓGICOS A LUZ DA TEORIA DA ATIVIDADE,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),MÍDIA E INTERAÇÃO,Ambientes para autorregulação e corregulação da aprendizagem colaborativa em plataforma educacional,TRABALHO EM ANAIS,BIBLIOGRAFICA,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BANCO DE DADOS,Sem categoria,NATÁLIA DE MELO FRANCO,1,Discente,EDSON ALVES DA SILVA,2,Docente,ROBSON DO NASCIMENTO FIDALGO,3,Sem categoria,TÍCIA F. CAVALCANTE,4,,,,,,,,,,,,,,,,IMPRESSO,-,Natal,Brasil,Healthcom 2014,-,Inglês,-,-,-,TRABALHO COMPLETO,-,-,"16th International Conference on e-Health Networking, Applications and Services",-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,MODELING LANGUAGE AND CASE TOOL FOR COMMUNICATION BOARD CUSTOMIZATION.,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),BANCO DE DADOS,NÃO INFORMADO,TRABALHO EM ANAIS,BIBLIOGRAFICA,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BANCO DE DADOS,Participante Externo,THIAGO LUIS LOPES SIQUEIRA,1,Participante Externo,CRISTINA DUTRA DE AGUIAR CIFERRI,2,Docente,VALERIA CESARIO TIMES,3,Participante Externo,RICARDO RODRIGUES CIFERRI,4,,,,,,,,,,,,,,,,http://link.springer.com/article/10.1007%2Fs10707-013-0186-y,,,,,2,IMPRESSO,,313,Inglês,18,-,356,,-,-,UNIVERSIDADE FEDERAL DE PERNAMBUCO,MODELING VAGUE SPATIAL DATA WAREHOUSES USING THE VSCUBE CONCEPTUAL MODEL,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),BANCO DE DADOS,NÃO INFORMADO,ARTIGO EM PERIÓDICO,BIBLIOGRAFICA,2014,10.1007/s10707-013-0186-y,Geoinformatica (Dordrecht. Online),-,Trabalho Completo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REDES DE COMPUTADORES E SISTEMAS DISTRIBUIDOS,Discente,JOSILENE ALMEIDA BRITO,1,Docente,ALEX SANDRO GOMES,2,Participante Externo,RICARDO JOSE ROCHA AMORIM,3,,,,,,,,,,,,,,,,,,,MEIO DIGITAL,-,Brasília,Brasil,CSBC 2014 - III desafIE,-,Português,-,704,696,TRABALHO COMPLETO,-,-,Anais do CSBC 2014 - III desafIE,-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,MODELO DE APRENDIZAGEM BASEADO EM COMPUTAÇÃO UBÍQUA COMO PRÁTICA PEDAGÓGICA INOVADORA CENTRADA NO APRENDIZ: DESAFIOS PARA A INFORMÁTICA NA EDUCAÇÃO,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),MÍDIA E INTERAÇÃO,Ambientes para autorregulação e corregulação da aprendizagem colaborativa em plataforma educacional,TRABALHO EM ANAIS,BIBLIOGRAFICA,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGENHARIA DE SOFTWARE E LINGUAGENS DE PROGRAMAÇÃO,Participante Externo,EDEILSON MILHOMEM DA SILVA,1,Sem categoria,JACKSON SOUZA,2,Sem categoria,PARCILENE FERNANDES BRITO,3,Sem categoria,DIEGO OLIVEIRA RODRIGUES,4,Docente,ANA CAROLINA BRANDAO SALGADO,5,Docente,SILVIO ROMERO DE LEMOS MEIRA,6,,,,,,,,,,MEIO DIGITAL,-,Curitiba,Brasil,Simpósio Brasileiro de Sistemas Colaborativos,-,Português,2318-4132,47,37,TRABALHO COMPLETO,-,-,Anais do SBSC,-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,MODELO DE RECOMENDAÇÃO DE ESPECIALISTAS EM AMBIENTES SOCIAIS VITUAIS,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),ENGENHARIA DE SOFTWARE,NÃO INFORMADO,TRABALHO EM ANAIS,BIBLIOGRAFICA,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGENHARIA DE SOFTWARE E LINGUAGENS DE PROGRAMAÇÃO,Docente,HENRIQUE EMANUEL MOSTAERT REBELO,1,Sem categoria,GARY T. LEAVENS,2,Sem categoria,"BAGHERZADEH, MEHDI",3,Sem categoria,"RAJAN, HRIDESH",4,Docente,RICARDO MASSA FERREIRA LIMA,5,Sem categoria,"ZIMMERMAN, DANIEL M.",6,Sem categoria,"TH�M, THOMAS",7,Docente,MARCIO LOPES CORNELIO,8,,,,IMPRESSO,-,Lugano,Estados Unidos,the 13th international conference,-,Inglês,9781450327725,24,21,RESUMO EXPANDIDO,-,-,Proceedings of the 13th international conference on Modularity - MODULARITY &apos;14,-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,MODULARIZING CROSSCUTTING CONTRACTS WITH ASPECTJML,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),ENGENHARIA DE SOFTWARE,NÃO INFORMADO,TRABALHO EM ANAIS,BIBLIOGRAFICA,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARQUITETURA DE COMPUTADORES E SISTEMAS DIGITAIS,Discente,VIVIANE LUCY SANTOS DE SOUZA,1,Docente,ABEL GUILHERMINO DA SILVA FILHO,2,,,,,,,,,,,,,,,,,,,,,,MEIO DIGITAL,-,Aracajú,Brasil,Symposium on Integrated Circuits and Systems Design,-,Inglês,-,-,-,TRABALHO COMPLETO,-,-,Symposium on Integrated Circuits and Systems Design (SBCCI 2014),-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,"MOGAMAP AND DYNPACK: MULTI-OBJECTIVE MAPPING AND PACKING ALGORITHMS FOR OPTIMIZATION OF AREA, PERFORMANCE AND POWER CONSUMPTION IN FPGAS",CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),SISTEMAS DIGITAIS,NÃO INFORMADO,TRABALHO EM ANAIS,BIBLIOGRAFICA,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGENHARIA DE SOFTWARE E LINGUAGENS DE PROGRAMAÇÃO,Discente,ALBERTO CESAR CAVALCANTI FRANCA,1,Participante Externo,Helen Sharp,2,Docente,FABIO QUEDA BUENO DA SILVA,3,,,,,,,,,,,,,,,,,,,MEIO DIGITAL,-,Torino,Itália,the 8th ACM/IEEE International Symposium,-,Inglês,9781450327749,-,1,TRABALHO COMPLETO,-,-,Proceedings of the 8th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement - ESEM &apos;14,-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,"MOTIVATED SOFTWARE ENGINEERS ARE ENGAGED AND FOCUSED, WHILE SATISFIED ONES ARE HAPPY",CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),ENGENHARIA DE SOFTWARE,NÃO INFORMADO,TRABALHO EM ANAIS,BIBLIOGRAFICA,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGENHARIA DE SOFTWARE E LINGUAGENS DE PROGRAMAÇÃO,Sem categoria,A. CESAR C. FRANÇA,1,Docente,FABIO QUEDA BUENO DA SILVA,2,Sem categoria,ADELNEI DE L. C. FELIX,3,Sem categoria,DAVID E. S. CARNEIRO,4,,,,,,,,,,,,,,,,https://www.infona.pl/resource/bwmeta1.element.elsevier-0ee5f40f-e614-34ed-a977-d3a8a9a6df20,,,,,1,MEIO DIGITAL,,79,Inglês,56,-,101,,-,-,UNIVERSIDADE FEDERAL DE PERNAMBUCO,MOTIVATION IN SOFTWARE ENGINEERING INDUSTRIAL PRACTICE: A CROSS-CASE ANALYSIS OF TWO SOFTWARE ORGANISATIONS,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),ADMINISTRAÇÃO E INTEGRAÇÃO DE SISTEMAS,NÃO INFORMADO,ARTIGO EM PERIÓDICO,BIBLIOGRAFICA,2014,10.1016/j.infsof.2013.06.006,Information and Software Technology,-,Trabalho Completo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPUTAÇÃO INTELIGENTE,Discente,LUCIANO SOARES DE SOUZA,1,Sem categoria,RICARDO BASTOS CAVALNTE PRUDENCIO,2,Docente,FLAVIA DE ALMEIDA BARROS,3,,,,,,,,,,,,,,,,,,,MEIO DIGITAL,-,Maceio,Brasil,V Workshop de Engenharia de Software Baseada em Busca (WESB 2014) do Congresso Brasileiro de Software: Teoria e Prática (CBSoft),-,Inglês,2178-6097,60,51,TRABALHO COMPLETO,-,-,Anais do Congresso Brasileiro de Software: Teoria e Prática (CBSoft 2014),[http://www.ic.ufal.br/evento/cbsoft2014/anais/wesb_v1_p.pdf],1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,MULTI-OBJECTIVE TEST CASE SELECTION: A HYBRID PARTICLE SWARM OPTIMIZATION AND HARMONY SEARCH ALGORITHM,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),INTELIGÊNCIA ARTIFICIAL SIMBÓLICA,NÃO INFORMADO,TRABALHO EM ANAIS,BIBLIOGRAFICA,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPUTAÇÃO INTELIGENTE,Discente,LUCIANO SOARES DE SOUZA,1,Docente,RICARDO BASTOS CAVALCANTE PRUDENCIO,2,Docente,FLAVIA DE ALMEIDA BARROS,3,,,,,,,,,,,,,,,,,,,MEIO DIGITAL,-,Florianópolis,Brasil,XV Workshop de Testes e Tolerância a Falhas (WTF 2014) - XXXII Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuídos,-,Inglês,-,-,-,TRABALHO COMPLETO,-,-,Anais do XV Workshop de Testes e Tolerância a Falhas,[http://sbrc2014.ufsc.br/anais/files/wtf/ST1-1.pdf],1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,MULTI-OBJECTIVE TEST CASE SELECTION: A STUDY OF THE INFLUENCE OF THE CATFISH EFFECT ON PSO BASED STRATEGIES,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),INTELIGÊNCIA ARTIFICIAL SIMBÓLICA,NÃO INFORMADO,TRABALHO EM ANAIS,BIBLIOGRAFICA,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTELIGÊNCIA COMPUTACIONAL,Docente,FRANCISCO DE ASSIS TENORIO DE CARVALHO,1,Sem categoria,"LECHEVALLIER, YVES",2,Sem categoria,"DESPEYROUX, THIERRY",3,Discente,FILIPE MARTINS DE MELO,4,,,,,,,,,,,,,,,,,,,,,,Idioma Estrangeiro,,,,COLETÂNEA,-,,Advances in Knowledge Discovery and Management,http://link.springer.com/10.1007/978-3-319-02999-3_3,,UNIVERSIDADE FEDERAL DE PERNAMBUCO,MULTI-VIEW CLUSTERING ON RELATIONAL DATA,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),ANÁLISE DE DADOS SIMBÓLICOS E/OU NUMÉRICOS E MÉTODOS AFINS,NÃO INFORMADO,LIVRO,BIBLIOGRAFICA,2014,,,Springer International Publishing,,Obra Digital / Eletrônica,Didática,-,-,Alemanha,-,Capítulo,-,-,14,-,-,-,-,-,9783319029986,-,-,-,-,-,-,-,-,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPUTAÇÃO INTELIGENTE,Discente,GUSTAVO HENRIQUE PORTO DE CARVALHO,1,Discente,DIOGO FILIPE DORNELAS FALCAO,2,Docente,FLAVIA DE ALMEIDA BARROS,3,Docente,AUGUSTO CESAR ALVES SAMPAIO,4,Docente,ALEXANDRE CABRAL MOTA,5,Sem categoria,LEONARDO MOTTA,6,Sem categoria,MARK BLACKBURN,7,,,,,,,[http://www.sciencedirect.com/science/article/pii/S0167642314002858],,,,,-,MEIO DIGITAL,,275,Inglês,95,-,297,,-,-,UNIVERSIDADE FEDERAL DE PERNAMBUCO,NAT2TESTSCR: TEST CASE GENERATION FROM NATURAL LANGUAGE REQUIREMENTS BASED ON SCR SPECIFICATIONS,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),PROCESSAMENTO DE LINGUAGEM NATURAL,NÃO INFORMADO,ARTIGO EM PERIÓDICO,BIBLIOGRAFICA,2014,10.1016/j.scico.2014.06.007,Science of Computer Programming (Print),-,Trabalho Completo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEORIA DA COMPUTAÇÃO,Docente,RUY JOSE GUERRA BARRETTO DE QUEIROZ,1,Docente,ANJOLINA GRISI DE OLIVEIRA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Capítulo,,,,2014,-,,-,Idioma Estrangeiro,,UNIVERSIDADE FEDERAL DE PERNAMBUCO,NATURAL DEDUCTION FOR EQUALITY: THE MISSING ENTITY,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),LÓGICA E SISTEMAS DEDUTIVOS,NÃO INFORMADO,LIVRO,BIBLIOGRAFICA,2014,,,-,,-,-,Springer Netherlands,-,-,http://link.springer.com/chapter/10.1007%2F978-94-007-7548-0_4,Didática,-,-,-,-,-,9789400775473,COLETÂNEA,-,Obra Digital / Eletrônica,-,-,ADVANCES IN NATURAL DEDUCTION,-,-,Alemanha,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REDES DE COMPUTADORES E SISTEMAS DISTRIBUIDOS,Discente,MARIA SILVIA ITO,1,Sem categoria,RAFAEL ANTONELLO,2,Docente,DJAMEL FAWZI HADJ SADOK,3,Docente,STENIO FLAVIO DE LACERDA FERNANDES,4,,,,,,,,,,,,,,,,MEIO DIGITAL,-,Ilha da Madeira,Portugal,IEEE Symposium on Computers and Communications (ISCC),-,Inglês,-,-,-,TRABALHO COMPLETO,-,-,Network Level Characterization of Adaptive Streaming over HTTP Applications,[http://www.ieee-iscc.org/2014/Program/],1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,NETWORK LEVEL CHARACTERIZATION OF ADAPTIVE STREAMING OVER HTTP APPLICATIONS,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),REDES DE COMPUTADORES,IMPRESS - Intelligent System Development Platform for Intelligent and Sustainable Society,TRABALHO EM ANAIS,BIBLIOGRAFICA,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGENHARIA DE SOFTWARE E LINGUAGENS DE PROGRAMAÇÃO,Participante Externo,HIDELBERG OLIVEIRA ALBUQUERQUE,1,Docente,CARLA TACIANA LIMA LOURENCO SILVA SCHUENEMANN,2,Participante Externo,DANIELLE ROUSY DIAS DA SILVA,3,,,,,,,,,,,,,,,,,,,MEIO DIGITAL,-,Pucón,Chile,XVII Workshop em Engenharia de Requisitos,-,Português,-,-,-,TRABALHO COMPLETO,-,-,Anais do WER14,[http://wer.inf.puc-rio.br/WERpapers/papers_by_conference.lp?conference=WER14],1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,NÒMOSBPMN: ADAPTANDO O NÒMOS PARA A MODELAGEM DE PROCESSOS DE NEGÓCIO,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),ENGENHARIA DE SOFTWARE,NÃO INFORMADO,TRABALHO EM ANAIS,BIBLIOGRAFICA,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REDES DE COMPUTADORES E SISTEMAS DISTRIBUIDOS,Discente,JOAO CARLOS SEDRAZ SILVA,1,Discente,JORGE LUIS CAVALCANTI RAMOS,2,Docente,ALEX SANDRO GOMES,3,,,,,,,,,,,,,,,,,,,MEIO DIGITAL,-,Aracajú,Brasil,Workshop de Software Livre Bahia-Alagoas-Sergipe,-,Português,-,-,-,TRABALHO COMPLETO,-,-,Anais do Workshop de Software Livre Bahia-Alagoas-Sergipe,-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,NÚCLEO TEMÁTICO COMO INTEGRAÇÃO ENTRE A ACADEMIA E O PORTAL SOFTWARE PÚBLICO BRASILEIRO,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),MÍDIA E INTERAÇÃO,Ambientes para autorregulação e corregulação da aprendizagem colaborativa em plataforma educacional,TRABALHO EM ANAIS,BIBLIOGRAFICA,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGENHARIA DE SOFTWARE E LINGUAGENS DE PROGRAMAÇÃO,Discente,ALINE CHAGAS RODRIGUES MARQUES,1,Docente,ALEXANDRE MARCOS LINS DE VASCONCELOS,2,Sem categoria,CÉLIO ANDRADE DE SANTANA JÚNIOR,3,,,,,,,,,,,,,,,,,,,VÁRIOS,-,-,Brasil,WTDQS 2014 - XII Workshop de Teses e Dissertações em Qualidade de Software,-,Português,-,-,-,TRABALHO COMPLETO,-,-,Anais do WTDSoft 2014,-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,O IMPACTO DOS FATORES HUMANOS EM METODOLOGIAS AGEIS,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),ENGENHARIA DE SOFTWARE,NÃO INFORMADO,TRABALHO EM ANAIS,BIBLIOGRAFICA,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPUTAÇÃO INTELIGENTE,Participante Externo,RAFAEL MENELAU OLIVEIRA E CRUZ,1,Sem categoria,"SABOURIN, ROBERT",2,Docente,GEORGE DARMITON DA CUNHA CAVALCANTI,3,,,,,,,,,,,,,,,,,,,MEIO DIGITAL,-,Stockholm,Suécia,2014 22nd International Conference on Pattern Recognition (ICPR),-,Inglês,9781479952090,1235,1230,TRABALHO COMPLETO,-,-,2014 22nd International Conference on Pattern Recognition,[http://www.icpr2014.org/],1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,ON META-LEARNING FOR DYNAMIC ENSEMBLE SELECTION,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),REDES NEURAIS,NÃO INFORMADO,TRABALHO EM ANAIS,BIBLIOGRAFICA,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
